,content,sentiment
19638,craving burrito boy large halibut line hot sauce anybody hook,1
19639,love new twitter new thing got finished watching video good,0
19640,feel sound like night comfy couch enjoy cuddle,0
19641,yeah thinking grant aint shabby baby,0
19642,time checked jar curry sauce pepper inside disappointed,1
19643,whats wrong babe x,1
19644,na friend ask great physique,0
19645,yeah,2
19646,happy mother day mother life,0
19647,thanks fun work,0
19648,hey guy half,1
19649,ak flop come k bet raised turn check river rag check bet raise,2
19650,ah great eat ice cream eat ice cream life,0
19651,watching merlin cute,0
19652,trying work happy work situation,1
19653,added collection punk bitch ask,0
19654,cant open eye sleep cant sleep properly,1
19655,officially miss quark heart hand partner dance tonight come home,1
19656,morning,2
19657,want loan money damn economy kick,3
19658,fight,1
19659,waiting drink work leaving today sun shining,0
19660,hate rain laugh thanks smile miss load stop cry,3
19661,look matter woman amen,2
19662,stop help find favorite pen black clicky heart pen,1
19663,learn lot person dont try better oneself love happiness,1
19664,watching supernatural boy hunt day,0
19665,foot hurt,1
19666,ill miss oh guess thanks,2
19667,working hard graduation,1
19668,tweet today sleep bacon egg hard choose,0
19669,hope moment inspire political journey home best,0
19670,biscuit tea,2
19671,cant join game private beta,1
19672,oh cool cant wait awesome,0
19673,word left write assignment,0
19674,miss,1
19675,music meant awesome artist,0
19676,arent wearing dark said yes,2
19677,got help,1
19678,unlike po,1
19679,baby hug,2
19680,ugh hour,2
19681,went bed night woke holy crap need like wish day,1
19682,book train ticket,1
19683,yes window marked dang paper tho,0
19684,hilarious hope saw douche shirt picked wore,0
19685,,2
19686,thanks coming support rock,0
19687,funny sitting external keyboard mouse bed look strange comfortable,0
19688,wish going love sound,0
19689,today hope read message reply soon reach phone work,1
19690,asleep mother,0
19691,glitter,0
19692,video challenge shot conference room thank grant park house dog,2
19693,finally sleep time,0
19694,sure good voice better definitely new video bet got better,2
19695,parent busy making feel like crap got worse need doctor sleep suck,3
19696,like pink saw live new advert,0
19697,hey buck love u load love,0
19698,want hear voice,1
19699,cheer,1
19700,look got lunch today cheese style miss,0
19701,officially kindergarten cop,0
19702,ill time short,0
19703,let charge action youve bad job lately,1
19704,got early chill today,1
19705,shot footage purchase mobile health clinic morning little web work afternoon climbing,0
19706,question oh tonight,0
19707,happy star war day,0
19708,morning find,2
19709,prof pic,2
19710,desperate,2
19711,love enjoying lucky food,0
19712,yeah got issue confirmation,2
19713,em baby start kindergarten crazy summer going,0
19714,think shall swimming eh feel removed took,1
19715,going bed watching bit wake tomorrow face start summer bath bit home,1
19716,watch concert dad,1
19717,teacher appreciation week making delivery instructor morning,2
19718,color jealous rain day gone away,1
19719,watching documentary awesome pixy joey lovering twitterer fantastic,0
19720,especially vampire,2
19721,collage feminism,1
19722,disappointed lad think unfollowed showing love,1
19723,taking care sick child,1
19724,good men watch flick sigh good flick far said,0
19725,,1
19726,didnt got sent day ago cried,1
19727,,2
19728,stupid silly forgetful,1
19729,dont panic fine,0
19730,love sleep pete,0
19731,oh ability,2
19732,wasnt huh wet wedding time lot face,0
19733,getting,2
19734,spending way long looking new background,2
19735,bad day,1
19736,sorry hear carol,1
19737,oh gosh miss,1
19738,miss friend time long day work,1
19739,hilarious course thing hilarious,1
19740,baby missing,1
19741,supposed cleaning room feel like crap,1
19742,attach mammal mammary gland produce milk formula,2
19743,taking moment want safe friend,1
19744,love ice cream love cake cooky cream ice cream cake,0
19745,sure tell love thank,0
19746,yeah bike got caught got mark mind trying avoid stair,0
19747,didnt find dress,1
19748,gone miss kay way,1
19749,oh sorry suck hard,1
19750,want walking miss satan,1
19751,room sad,1
19752,know law rebel small thing,0
19753,late need buck idea stop bunch stuffy old reactionary,1
19754,bummed time,1
19755,whats work weekend thank god probably going miss red sorry,1
19756,sorry ur hair salon hug ur hair,0
19757,thats getting new phone phone dont work,0
19758,aw glad,0
19759,getting upset work j bully wont let duty free shopping,1
19760,step expert,2
19761,hey hey hey,0
19762,read happy,2
19763,stream amazing far later sadly hour,1
19764,little late congratulation happy mother day,0
19765,extra hour today marigold mum,2
19766,dont know like cause ask bout guess right feel better,1
19767,like wearing skinny jean bitch,0
19768,dog weight tall good,0
19769,yeah unfortunately flight rest bad flight,1
19770,good day,0
19771,eating chocolate ready break,0
19772,discovered great site,0
19773,saw line cant remember,1
19774,soul,1
19775,downside client site today,2
19776,like explain complicated response sound like dont,0
19777,ally court time sad sad moment,1
19778,family send,0
19779,thats highlight,2
19780,id prefer ice cream fancy tonight,0
19781,nice day like today wish garden,0
19782,bike ride today impressive ya de day,0
19783,cause man,0
19784,photo seriously day,0
19785,steel toe boot good hear comfy hopefully brand,0
19786,awesome pedicure today,0
19787,read phone book clap poor holly shell grab pity vote like shark,3
19788,forgot wish sister happy birthday yesterday,1
19789,college account way rub graduation,3
19790,hi job,1
19791,sleepy time happy mother day current future globe,0
19792,blast,2
19793,love nasty jealous ur,0
19794,know exactly mean lost friend feel,1
19795,going tonight wrote sad,1
19796,work day,0
19797,,0
19798,home shopping stuff away waiting net friend come guess ill pant,1
19799,year summer school,2
19800,maybe ill day thanks,2
19801,lost tooth day whilst eating,0
19802,month u unlimited music w r little chat j dont leave,2
19803,tried didnt,1
19804,u come love,0
19805,hearing song brighten day grin,0
19806,min traffic,1
19807,people,0
19808,early,2
19809,looking new picture twitter help little,2
19810,taking giant cold smell like pee,3
19811,bean toast clean room study final cisco exam watch lost cant wait,0
19812,molar extracted swollen face numb toothache sinus pain,1
19813,dont,1
19814,funny leg hurt thank god thanks,1
19815,weekend begin got idea project think cool sure got time right,1
19816,wanting nap sleep wake kyle hungry,2
19817,praise lord gud mood need b thigh dark cloud,1
19818,day activity,2
19819,morning hope able contact mother sweet guess,0
19820,dont know hair cut,1
19821,flew greet tomorrow,1
19822,,0
19823,think history test today,0
19824,bloody server work hour want home,1
19825,hello glad,0
19826,suffering drowsy heading bed air purifier,1
19827,boring starting work weekend soon st need coffee damn night shift,3
19828,oh hate work hour utterly crap miss forum min break,3
19829,sky harbor,0
19830,weather,2
19831,crew dont dont think wrong number time,1
19832,come chile fine,1
19833,shower time,1
19834,hour drive left ate half food,1
19835,thanks,0
19836,denial powerful,2
19837,cousin jail shoplifting drug upset help feel better,1
19838,thank,0
19839,cant sleep horrible x,1
19840,tonight,0
19841,alive w cry stuff,0
19842,sorry didnt chance chat caught glimpse room dragged home prematurely,1
19843,long people like w chapter marker,2
19844,cute beautiful u r cool,0
19845,orange slice left eat later pickle,0
19846,nope couple tweet ago u raider jersey,1
19847,happy mother day,0
19848,mina runner,2
19849,going home night local time,0
19850,cleaning apartment making mess oh yeah hug person help come clean,2
19851,play vision n ur,0
19852,awful breezy good thing sold blanket,0
19853,firmly constituency,2
19854,absolute original hanging artist good soul,2
19855,dump sun hot time,3
19856,getting ready hope work good,0
19857,oh sorry getting reply yes know nirvana,1
19858,away,1
19859,love video maybe,0
19860,ur kiss change mind cute,0
19861,got yesterday furniture stuff house shipped redwood city sad,1
19862,,0
19863,sleeping watching good,0
19864,hanging,1
19865,giving problem post fine plain text help,1
19866,miss,1
19867,locked mac twice time literally twice,2
19868,hate paint nail cant suck thumb taste bad,1
19869,ready school new converse come today,2
19870,honey mustard chicken w rice,0
19871,sick doesnt like getting better,1
19872,sleeping bed tonight home,2
19873,guess ill cant decide choose,0
19874,yummy washing dish,0
19875,cousin grad party,2
19876,yeah drawing today getting flooded request portrait people,0
19877,office craving ice cream,2
19878,tell spend min morning computer doesnt leave lot time,1
19879,den fell asleep,1
19880,tired cubicle,1
19881,carnival music video cherry festival home memory,1
19882,good luck,0
19883,place unit tourist starting today,0
19884,loving beautiful morning,0
19885,thanks stuck work,2
19886,presentation finished busted ankle model broke catwalk twice fell hole beautiful bottle green mary,2
19887,thought u man city parade threw pitch brewer game miller park,2
19888,think hand helping extra special,0
19889,got issue total girl love especially thing different country emma,0
19890,visiting,0
19891,,0
19892,hate washing hair dried find grey hair middle layer hair,1
19893,big sam big overcome photography,1
19894,hate traffic,1
19895,welcome home glad home safe,0
19896,month year loy best festival,0
19897,colorful,0
19898,dont close library great weather working,1
19899,came seeing boat amazingly cool movie definitely getting,0
19900,actually people decisive,1
19901,day need work,1
19902,time play new phone card didnt transfer contact list,0
19903,thank,0
19904,love,0
19905,hate love presentation got got went work today pitch,1
19906,watched boy striped day best film seen,0
19907,hey,2
19908,baby loll night,0
19909,good time hurt hate headache,3
19910,holy taking beating unseeded double,3
19911,life suck,1
19912,office fire alarm went burnt food microwave,0
19913,oh nice nice week going weekend day,0
19914,tongue cheek piss long,1
19915,good afternoon hope great week,0
19916,dragging,1
19917,miss lucky,2
19918,sneezing begin,1
19919,good morning mommy happy mother day pull cat tail know like,0
19920,punching bag touched covered brother sweat u use u want,0
19921,homework bound weekend fun,1
19922,wont able love,1
19923,beneath got bummer guess wont til cornerstone,1
19924,horror big ball ignorance cant reason idiot like suck,1
19925,yes star trek fun,2
19926,like going august th concert hurt feeler,1
19927,bah tea toast stomach happy tea yummy,1
19928,woke hopefully going film today,0
19929,got working feeling pretty good work,0
19930,mother day watching friend day help revise oh awesome,0
19931,sitting outside cold ocean glass wine,1
19932,awake slept little construction day dont mind,0
19933,talking,0
19934,yes,2
19935,whoa man great went heaven second u know sorry u werent,0
19936,stress lately,1
19937,hate leaving miss boy damn,1
19938,birthday know fun club,0
19939,,2
19940,vintage antique piece offer green solution higher form opinion,2
